"","poverty_level","primary_focus_area","date_completed","total_price_excluding_optional_support","students_reached"
"4061","high poverty","Special Needs","2016-02",55956.74,4231
"4062","highest poverty","Special Needs","2016-02",148732.07,10073
"4063","low poverty","Special Needs","2016-02",4917.48,215
"4064","moderate poverty","Special Needs","2016-02",34136.45,1961
"4065","high poverty","Applied Learning","2016-03",335113.43,58862
"4066","highest poverty","Applied Learning","2016-03",740426.33,120739
"4067","low poverty","Applied Learning","2016-03",39281.35,7857
"4068","moderate poverty","Applied Learning","2016-03",177406.42,40552
"4069","high poverty","Health & Sports","2016-03",284505.79,66194
"4070","highest poverty","Health & Sports","2016-03",739401.88,158190
"4071","low poverty","Health & Sports","2016-03",40172.42,11289
"4072","moderate poverty","Health & Sports","2016-03",183283.45,33192
"4073","high poverty","History & Civics","2016-03",224704.55,27219
"4074","highest poverty","History & Civics","2016-03",365121.62,49480
"4075","low poverty","History & Civics","2016-03",14161.82,813
"4076","moderate poverty","History & Civics","2016-03",97263.03,14524
"4077","high poverty","Literacy & Language","2016-03",1666058.19,201938
"4078","highest poverty","Literacy & Language","2016-03",3938729.49,432703
"4079","low poverty","Literacy & Language","2016-03",195907.71,18420
"4080","moderate poverty","Literacy & Language","2016-03",852316,96086
"4081","high poverty","Math & Science","2016-03",1422386.19,203159
"4082","highest poverty","Math & Science","2016-03",3131436.15,369225
"4083","low poverty","Math & Science","2016-03",177363.28,27431
"4084","moderate poverty","Math & Science","2016-03",810072.93,112126
"4085","high poverty","Music & The Arts","2016-03",626806.03,154753
"4086","highest poverty","Music & The Arts","2016-03",1365184.54,363650
"4087","low poverty","Music & The Arts","2016-03",45372.88,17728
"4088","moderate poverty","Music & The Arts","2016-03",218637.97,73408
"4089","high poverty","Special Needs","2016-03",354786.79,21192
"4090","highest poverty","Special Needs","2016-03",768719.13,45617
"4091","low poverty","Special Needs","2016-03",39530.68,1755
"4092","moderate poverty","Special Needs","2016-03",228782.36,12189
"4093","high poverty","Applied Learning","2016-04",54987.29,9243
"4094","highest poverty","Applied Learning","2016-04",142127.93,28698
"4095","low poverty","Applied Learning","2016-04",10554.29,1086
"4096","moderate poverty","Applied Learning","2016-04",32175.83,4571
"4097","high poverty","Health & Sports","2016-04",79461.77,13845
"4098","highest poverty","Health & Sports","2016-04",260952,46029
"4099","low poverty","Health & Sports","2016-04",2005.88,635
"4100","moderate poverty","Health & Sports","2016-04",38377.33,8167
"4101","high poverty","History & Civics","2016-04",24511.83,5199
"4102","highest poverty","History & Civics","2016-04",70954.87,12670
"4103","low poverty","History & Civics","2016-04",1527.4,74
"4104","moderate poverty","History & Civics","2016-04",22216.88,4867
"4105","high poverty","Literacy & Language","2016-04",272737.67,46196
"4106","highest poverty","Literacy & Language","2016-04",736786.68,93223
"4107","low poverty","Literacy & Language","2016-04",37882.53,5254
"4108","moderate poverty","Literacy & Language","2016-04",165033.59,21559
"4109","high poverty","Math & Science","2016-04",361190.62,62713
"4110","highest poverty","Math & Science","2016-04",694593,115551
"4111","low poverty","Math & Science","2016-04",33172.24,4352
"4112","moderate poverty","Math & Science","2016-04",168724.01,37995
"4113","high poverty","Music & The Arts","2016-04",136987.46,36602
"4114","highest poverty","Music & The Arts","2016-04",269945.22,82174
"4115","low poverty","Music & The Arts","2016-04",8974.36,2579
"4116","moderate poverty","Music & The Arts","2016-04",43218.14,16247
"4117","high poverty","Special Needs","2016-04",57079.26,3055
"4118","highest poverty","Special Needs","2016-04",133443.72,11932
"4119","low poverty","Special Needs","2016-04",2831.89,319
"4120","moderate poverty","Special Needs","2016-04",41341.75,2905
"4121","high poverty","Applied Learning","2016-05",93018.46,17912
"4122","highest poverty","Applied Learning","2016-05",161062.44,29471
"4123","low poverty","Applied Learning","2016-05",10821.52,2405
"4124","moderate poverty","Applied Learning","2016-05",57275.8,11588
"4125","high poverty","Health & Sports","2016-05",75834.54,12806
"4126","highest poverty","Health & Sports","2016-05",197360.6,37513
"4127","low poverty","Health & Sports","2016-05",8663.09,2340
"4128","moderate poverty","Health & Sports","2016-05",48761.85,5429
"4129","high poverty","History & Civics","2016-05",33216.36,8562
"4130","highest poverty","History & Civics","2016-05",103621.71,16754
"4131","low poverty","History & Civics","2016-05",1455.37,250
"4132","moderate poverty","History & Civics","2016-05",15656.72,3396
"4133","high poverty","Literacy & Language","2016-05",332800.95,52837
"4134","highest poverty","Literacy & Language","2016-05",927021.65,119074
"4135","low poverty","Literacy & Language","2016-05",46185.38,4602
"4136","moderate poverty","Literacy & Language","2016-05",182786.1,21361
"4137","high poverty","Math & Science","2016-05",489315.13,63053
"4138","highest poverty","Math & Science","2016-05",751375.64,132173
"4139","low poverty","Math & Science","2016-05",36867.93,4936
"4140","moderate poverty","Math & Science","2016-05",199695.61,35497
"4141","high poverty","Music & The Arts","2016-05",110694.29,34362
"4142","highest poverty","Music & The Arts","2016-05",367986.52,105855
"4143","low poverty","Music & The Arts","2016-05",4738.5,1758
"4144","moderate poverty","Music & The Arts","2016-05",63655.69,18328
"4145","high poverty","Special Needs","2016-05",88508.37,5392
"4146","highest poverty","Special Needs","2016-05",153277,10389
"4147","low poverty","Special Needs","2016-05",8571.29,898
"4148","moderate poverty","Special Needs","2016-05",57765.62,2884
"4149","high poverty","Applied Learning","2016-06",32727.99,6712
"4150","highest poverty","Applied Learning","2016-06",67415.82,10614
"4151","low poverty","Applied Learning","2016-06",1981.26,66
"4152","moderate poverty","Applied Learning","2016-06",31658.51,3366
"4153","high poverty","Health & Sports","2016-06",27157.53,7615
"4154","highest poverty","Health & Sports","2016-06",114411.68,24429
"4155","low poverty","Health & Sports","2016-06",1322.9,70
"4156","moderate poverty","Health & Sports","2016-06",27844.72,3464
"4157","high poverty","History & Civics","2016-06",27919.49,2376
"4158","highest poverty","History & Civics","2016-06",54976.81,8795
"4159","low poverty","History & Civics","2016-06",475.48,90
"4160","moderate poverty","History & Civics","2016-06",7564.96,2573
"4161","high poverty","Literacy & Language","2016-06",162098.83,23345
"4162","highest poverty","Literacy & Language","2016-06",522460.35,74184
"4163","low poverty","Literacy & Language","2016-06",14094.75,2566
"4164","moderate poverty","Literacy & Language","2016-06",105400.58,13306
"4165","high poverty","Math & Science","2016-06",292756.23,47715
"4166","highest poverty","Math & Science","2016-06",582306.63,87986
"4167","low poverty","Math & Science","2016-06",37990.09,3030
"4168","moderate poverty","Math & Science","2016-06",185051.97,24773
"4169","high poverty","Music & The Arts","2016-06",106929.4,36897
"4170","highest poverty","Music & The Arts","2016-06",257699.71,71829
"4171","low poverty","Music & The Arts","2016-06",4943.82,2464
"4172","moderate poverty","Music & The Arts","2016-06",23018.94,11067
"4173","high poverty","Special Needs","2016-06",50743.79,4074
"4174","highest poverty","Special Needs","2016-06",73498.77,7001
"4175","low poverty","Special Needs","2016-06",3277.31,164
"4176","moderate poverty","Special Needs","2016-06",35003.09,1796
"4177","high poverty","Applied Learning","2016-07",51917.25,7768
"4178","highest poverty","Applied Learning","2016-07",143733.31,22421
"4179","low poverty","Applied Learning","2016-07",16773.5,1477
"4180","moderate poverty","Applied Learning","2016-07",40686.16,4159
"4181","high poverty","Health & Sports","2016-07",56867.52,6998
"4182","highest poverty","Health & Sports","2016-07",166114.31,35578
"4183","low poverty","Health & Sports","2016-07",4417.18,2917
"4184","moderate poverty","Health & Sports","2016-07",15741.57,2879
"4185","high poverty","History & Civics","2016-07",18932.97,4706
"4186","highest poverty","History & Civics","2016-07",47268.71,10052
"4187","low poverty","History & Civics","2016-07",239.18,150
"4188","moderate poverty","History & Civics","2016-07",7777.54,2156
"4189","high poverty","Literacy & Language","2016-07",317568.91,43525
"4190","highest poverty","Literacy & Language","2016-07",903085.51,113696
"4191","low poverty","Literacy & Language","2016-07",36158.78,3539
"4192","moderate poverty","Literacy & Language","2016-07",165288.27,17332
"4193","high poverty","Math & Science","2016-07",378791.64,53657
"4194","highest poverty","Math & Science","2016-07",880804.58,105901
"4195","low poverty","Math & Science","2016-07",38408.84,4050
"4196","moderate poverty","Math & Science","2016-07",204062.33,24528
"4197","high poverty","Music & The Arts","2016-07",69265.97,28434
"4198","highest poverty","Music & The Arts","2016-07",206562.34,65837
"4199","low poverty","Music & The Arts","2016-07",8784.35,3625
"4200","moderate poverty","Music & The Arts","2016-07",23824.82,10295
"4201","high poverty","Special Needs","2016-07",69397.16,4823
"4202","highest poverty","Special Needs","2016-07",142222.52,12915
"4203","low poverty","Special Needs","2016-07",5724.75,399
"4204","moderate poverty","Special Needs","2016-07",47628.27,3388
"4205","high poverty","Applied Learning","2016-08",90558.51,19778
"4206","highest poverty","Applied Learning","2016-08",241729.47,45689
"4207","low poverty","Applied Learning","2016-08",13151.95,2401
"4208","moderate poverty","Applied Learning","2016-08",64506.48,8064
"4209","high poverty","Health & Sports","2016-08",905029.16,122931
"4210","highest poverty","Health & Sports","2016-08",1666723.13,267363
"4211","low poverty","Health & Sports","2016-08",110903.25,15040
"4212","moderate poverty","Health & Sports","2016-08",519594.01,82564
"4213","high poverty","History & Civics","2016-08",55098.55,12375
"4214","highest poverty","History & Civics","2016-08",116967.09,25395
"4215","low poverty","History & Civics","2016-08",3615.31,689
"4216","moderate poverty","History & Civics","2016-08",13709.22,4283
"4217","high poverty","Literacy & Language","2016-08",818743.06,101725
"4218","highest poverty","Literacy & Language","2016-08",2101702.45,246558
"4219","low poverty","Literacy & Language","2016-08",103904.58,12422
"4220","moderate poverty","Literacy & Language","2016-08",369051.42,50048
"4221","high poverty","Math & Science","2016-08",833072.2,120310
"4222","highest poverty","Math & Science","2016-08",1923021.74,251203
"4223","low poverty","Math & Science","2016-08",116966.39,16763
"4224","moderate poverty","Math & Science","2016-08",518310.2,69731
"4225","high poverty","Music & The Arts","2016-08",202010.37,71883
"4226","highest poverty","Music & The Arts","2016-08",453012.2,175986
"4227","low poverty","Music & The Arts","2016-08",22389.32,4956
"4228","moderate poverty","Music & The Arts","2016-08",77327.69,34435
"4229","high poverty","Special Needs","2016-08",161149.25,13268
"4230","highest poverty","Special Needs","2016-08",297686.01,22415
"4231","low poverty","Special Needs","2016-08",27811.23,1730
"4232","moderate poverty","Special Needs","2016-08",95734.57,6182
"4233","high poverty","Applied Learning","2016-09",101960.33,17722
"4234","highest poverty","Applied Learning","2016-09",166959.22,33889
"4235","low poverty","Applied Learning","2016-09",9287.32,1127
"4236","moderate poverty","Applied Learning","2016-09",73659.1,11386
"4237","high poverty","Health & Sports","2016-09",602527.62,96944
"4238","highest poverty","Health & Sports","2016-09",1129976,173280
"4239","low poverty","Health & Sports","2016-09",94239.11,28823
"4240","moderate poverty","Health & Sports","2016-09",354928.55,55649
"4241","high poverty","History & Civics","2016-09",55814.07,10673
"4242","highest poverty","History & Civics","2016-09",127360.67,25093
"4243","low poverty","History & Civics","2016-09",4013.26,693
"4244","moderate poverty","History & Civics","2016-09",36493.98,7563
"4245","high poverty","Literacy & Language","2016-09",639213.28,89082
"4246","highest poverty","Literacy & Language","2016-09",1493340.73,198913
"4247","low poverty","Literacy & Language","2016-09",103702.79,12446
"4248","moderate poverty","Literacy & Language","2016-09",392879.02,52636
"4249","high poverty","Math & Science","2016-09",893433.15,127292
"4250","highest poverty","Math & Science","2016-09",1887739.7,259552
"4251","low poverty","Math & Science","2016-09",156456.08,19789
"4252","moderate poverty","Math & Science","2016-09",580094.08,78245
"4253","high poverty","Music & The Arts","2016-09",167136.8,61897
"4254","highest poverty","Music & The Arts","2016-09",454936.23,175545
"4255","low poverty","Music & The Arts","2016-09",22892.93,8702
"4256","moderate poverty","Music & The Arts","2016-09",87898,37385
"4257","high poverty","Special Needs","2016-09",148241.95,11590
"4258","highest poverty","Special Needs","2016-09",308774.68,25407
"4259","low poverty","Special Needs","2016-09",26974.02,1924
"4260","moderate poverty","Special Needs","2016-09",106239.75,8244
"4261","high poverty","Applied Learning","2016-10",43020.74,8727
